,PID,MS_SubClass,MS_Zoning,Lot_Frontage,Lot_Area,Street,Alley,Lot_Shape,Land_Contour,Utilities,Lot_Config,Land_Slope,Neighborhood,Condition_1,Condition_2,Bldg_Type,House_Style,Overall_Qual,Overall_Cond,Year_Built,Year_Remod_Add,Roof_Style,Roof_Matl,Exterior_1st,Exterior_2nd,Mas_Vnr_Type,Mas_Vnr_Area,Exter_Qual,Exter_Cond,Foundation,Bsmt_Qual,Bsmt_Cond,Bsmt_Exposure,BsmtFin_Type_1,BsmtFin_SF_1,BsmtFin_Type_2,BsmtFin_SF_2,Bsmt_Unf_SF,Total_Bsmt_SF,Heating,Heating_QC,Central_Air,Electrical,First_Flr_SF,Second_Flr_SF,Low_Qual_Fin_SF,Gr_Liv_Area,Bsmt_Full_Bath,Bsmt_Half_Bath,Full_Bath,Half_Bath,Bedroom_AbvGr,Kitchen_AbvGr,Kitchen_Qual,TotRms_AbvGrd,Functional,Fireplaces,Fireplace_Qu,Garage_Type,Garage_Yr_Blt,Garage_Finish,Garage_Cars,Garage_Area,Garage_Qual,Garage_Cond,Paved_Drive,Wood_Deck_SF,Open_Porch_SF,Enclosed_Porch,Three_season_porch,Screen_Porch,Pool_Area,Pool_QC,Fence,Misc_Feature,Misc_Val,Mo_Sold,Year_Sold,Sale_Type,Sale_Condition,Longitude,Latitude,Sale_Price
921,909276200,One_and_Half_Story_Finished_All_Ages,Residential_Low_Density,130,9600,Pave,No_Alley_Access,Slightly_Irregular,HLS,AllPub,Inside,Gtl,Crawford,Norm,Norm,OneFam,One_and_Half_Fin,Average,Good,1940,1950,Gable,CompShg,MetalSd,MetalSd,None,0,Good,Good,BrkTil,Typical,Fair,No,Rec,6,Unf,0,300,728,GasA,Excellent,Y,SBrkr,976,332,0,1308,1,0,1,1,2,1,Typical,7,Min2,2,Typical,Detchd,1940.0,Unf,1,256,Typical,Typical,Paved,0,70,0,0,0,0,No_Pool,No_Fence,None,0,6,2009,WD ,Normal,-93.642371,42.018707,160000
922,909277090,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,80,14680,Pave,Gravel,Slightly_Irregular,HLS,AllPub,Inside,Gtl,Crawford,Norm,Norm,OneFam,One_Story,Average,Below_Average,1960,1960,Gable,CompShg,MetalSd,MetalSd,None,0,Typical,Typical,CBlock,Typical,Typical,No,Rec,6,Unf,0,480,1273,GasA,Excellent,Y,SBrkr,1273,0,0,1273,0,0,1,0,2,1,Typical,5,Typ,0,No_Fireplace,Attchd,1960.0,Unf,1,307,Typical,Typical,Paved,483,0,0,0,115,0,No_Pool,Minimum_Privacy,None,0,6,2009,WD ,Normal,-93.64012,42.017583,155000
923,909277100,One_Story_1945_and_Older,Residential_Low_Density,80,13360,Pave,Gravel,Slightly_Irregular,HLS,AllPub,Inside,Gtl,Crawford,Norm,Norm,OneFam,One_Story,Average,Good,1921,2006,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,Typical,Good,BrkTil,Good,Typical,No,ALQ,1,Unf,0,163,876,GasA,Excellent,Y,SBrkr,964,0,0,964,1,0,1,0,2,1,Typical,5,Typ,0,No_Fireplace,Detchd,1921.0,Unf,2,432,Typical,Typical,Paved,0,0,44,0,0,0,No_Pool,No_Fence,None,0,8,2009,WD ,Normal,-93.640592,42.017573999999996,163500
924,909278020,One_and_Half_Story_Finished_All_Ages,Residential_Low_Density,54,7681,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,FR2,Gtl,Crawford,Norm,Norm,OneFam,One_and_Half_Fin,Average,Above_Average,1921,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,Typical,Typical,BrkTil,Typical,Typical,No,Unf,7,Unf,0,731,731,GasA,Excellent,Y,SBrkr,820,523,0,1343,0,0,1,1,3,1,Typical,7,Typ,1,Good,Detchd,1921.0,Unf,1,186,Fair,Typical,Paved,192,0,102,0,0,0,No_Pool,No_Fence,None,0,7,2009,WD ,Normal,-93.644295,42.016684000000005,154900
925,909279010,Duplex_All_Styles_and_Ages,Residential_Low_Density,0,8145,Pave,No_Alley_Access,Slightly_Irregular,HLS,AllPub,Corner,Gtl,Crawford,Norm,Norm,Duplex,Two_and_Half_Unf,Good,Above_Average,1940,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,Typical,Typical,BrkTil,Typical,Typical,No,LwQ,4,Unf,0,674,920,GasA,Excellent,Y,SBrkr,1240,1240,0,2480,0,0,2,1,5,2,Typical,13,Typ,2,Good,Detchd,1940.0,Unf,2,400,Typical,Typical,Paved,0,0,57,0,0,0,No_Pool,No_Fence,None,0,7,2009,WD ,Normal,-93.6439975,42.0158534,205000
926,909282130,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,70,9100,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Crawford,Feedr,Norm,OneFam,One_Story,Average,Above_Average,1954,1954,Gable,CompShg,BrkFace,BrkFace,None,0,Typical,Good,BrkTil,Typical,Typical,Mn,Rec,6,ALQ,694,264,1112,GasA,Excellent,Y,SBrkr,1112,0,0,1112,1,0,1,0,2,1,Typical,6,Typ,1,Good,Attchd,1954.0,Unf,1,390,Typical,Typical,Paved,0,0,0,0,0,0,No_Pool,Minimum_Privacy,None,0,10,2009,WD ,Family,-93.639431,42.016152000000005,144800
927,909425060,Two_Story_1945_and_Older,Residential_Low_Density,75,12000,Pave,No_Alley_Access,Regular,Bnk,AllPub,Inside,Gtl,Crawford,Norm,Norm,OneFam,Two_Story,Good,Good,1941,1950,Gable,CompShg,MetalSd,MetalSd,None,0,Typical,Typical,CBlock,Typical,Typical,No,Rec,6,Unf,0,429,704,GasA,Excellent,Y,SBrkr,860,704,0,1564,0,0,1,1,3,1,Fair,7,Typ,1,Good,Attchd,1941.0,Unf,1,234,Typical,Typical,Paved,0,0,0,0,0,0,No_Pool,No_Fence,None,0,7,2009,WD ,Normal,-93.642945,42.014688,174500
928,909425130,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,90,13339,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Crawford,Norm,Norm,OneFam,One_Story,Above_Average,Above_Average,1960,1960,Gable,CompShg,HdBoard,Plywood,Stone,132,Typical,Typical,CBlock,Typical,Typical,No,LwQ,4,BLQ,875,621,1561,GasA,Typical,Y,SBrkr,1561,0,0,1561,1,0,2,0,3,1,Typical,6,Typ,1,Good,Attchd,1960.0,Fin,2,463,Typical,Typical,Paved,0,148,0,0,120,0,No_Pool,No_Fence,None,0,5,2009,WD ,Normal,-93.64288499999999,42.013169,193000
929,909426090,One_and_Half_Story_Finished_All_Ages,Residential_Low_Density,78,15600,Pave,No_Alley_Access,Regular,Bnk,AllPub,Inside,Gtl,Crawford,Norm,Norm,OneFam,One_and_Half_Fin,Average,Good,1949,2005,Gable,CompShg,BrkComm,Brk Cmn,None,0,Typical,Typical,BrkTil,Typical,Typical,No,BLQ,2,Rec,507,248,1067,GasW,Fair,N,SBrkr,986,537,0,1523,1,0,2,0,3,1,Fair,7,Maj2,1,Typical,Attchd,1949.0,Unf,1,295,Typical,Typical,Paved,0,0,81,0,0,0,No_Pool,No_Fence,None,0,10,2009,WD ,Normal,-93.640762,42.014943,158000
931,909428240,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,100,17500,Pave,No_Alley_Access,Regular,Bnk,AllPub,Corner,Mod,Crawford,PosA,Norm,OneFam,One_Story,Above_Average,Average,1954,1954,Gable,CompShg,HdBoard,HdBoard,Stone,420,Typical,Typical,PConc,Typical,Typical,Av,LwQ,4,BLQ,435,91,1310,GasA,Excellent,Y,SBrkr,1906,0,0,1906,1,0,1,1,3,1,Typical,6,Typ,2,Good,Basment,1954.0,Unf,2,576,Typical,Typical,Paved,0,201,0,0,0,0,No_Pool,No_Fence,None,0,1,2009,WD ,Normal,-93.63940699999999,42.0125,224000
933,909451100,Two_Story_PUD_1946_and_Newer,Residential_Medium_Density,24,1488,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Blueste,Norm,Norm,TwnhsE,Two_Story,Above_Average,Above_Average,1980,1992,Gable,CompShg,MetalSd,MetalSd,None,0,Typical,Good,CBlock,Good,Typical,Mn,ALQ,1,Unf,0,90,561,GasA,Typical,Y,SBrkr,561,668,0,1229,1,0,1,1,2,1,Good,5,Typ,1,Typical,Attchd,1980.0,Fin,2,462,Typical,Typical,Paved,176,0,0,0,0,0,No_Pool,Good_Privacy,None,0,10,2009,WD ,Normal,-93.64574300000001,42.009489,137000
934,909451140,Two_Story_PUD_1946_and_Newer,Residential_Medium_Density,24,1612,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Blueste,Norm,Norm,Twnhs,Two_Story,Above_Average,Above_Average,1980,1980,Gable,CompShg,MetalSd,MetalSd,None,0,Typical,Typical,CBlock,Good,Typical,No,Unf,7,Unf,0,561,561,GasA,Typical,Y,SBrkr,561,668,0,1229,0,0,1,1,2,1,Typical,5,Typ,1,Typical,Attchd,1980.0,Fin,2,462,Typical,Typical,Paved,154,0,0,0,0,0,No_Pool,Minimum_Privacy,None,0,7,2009,WD ,Normal,-93.64574300000001,42.009489,121000
936,909452050,Split_or_Multilevel,Residential_Low_Density,0,13607,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Crawford,Norm,Norm,OneFam,SLvl,Above_Average,Above_Average,1986,1986,Gable,CompShg,VinylSd,VinylSd,BrkFace,242,Typical,Good,CBlock,Typical,Typical,No,ALQ,1,Unf,0,118,572,GasA,Good,Y,SBrkr,1182,800,0,1982,1,0,2,1,3,1,Typical,6,Typ,1,Typical,BuiltIn,1986.0,Fin,2,501,Typical,Typical,Paved,400,112,0,0,0,0,No_Pool,No_Fence,Shed,1500,4,2009,WD ,Normal,-93.644864,42.010636,208000
937,909475040,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,0,17597,Pave,No_Alley_Access,Regular,Bnk,AllPub,Inside,Gtl,Crawford,Norm,Norm,OneFam,One_Story,Good,Excellent,1971,2009,Hip,CompShg,BrkFace,BrkFace,None,0,Good,Good,CBlock,Good,Typical,No,GLQ,3,ALQ,419,581,1803,GasA,Typical,Y,SBrkr,2365,0,0,2365,1,0,2,0,3,1,Excellent,7,Min1,2,Good,Attchd,1971.0,Fin,2,551,Typical,Typical,Paved,200,144,0,0,0,0,No_Pool,Good_Privacy,None,0,7,2009,WD ,Normal,-93.643539,42.01141,315000
938,909475300,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,0,21695,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Corner,Gtl,Crawford,Norm,Norm,OneFam,One_Story,Above_Average,Excellent,1988,2007,Hip,CompShg,Wd Sdng,Plywood,BrkFace,260,Good,Good,CBlock,Good,Typical,No,GLQ,3,Unf,0,72,880,GasA,Excellent,Y,SBrkr,1680,0,0,1680,1,0,2,0,3,1,Good,5,Typ,1,Good,Attchd,1988.0,Fin,2,540,Typical,Typical,Paved,292,44,0,182,0,0,No_Pool,No_Fence,None,0,12,2009,WD ,Normal,-93.643947,42.009134,222000
939,910202070,Two_Story_1945_and_Older,Residential_Medium_Density,59,10690,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Iowa_DOT_and_Rail_Road,Norm,Norm,OneFam,Two_Story,Average,Good,1920,1997,Hip,CompShg,VinylSd,VinylSd,None,0,Typical,Good,CBlock,Typical,Fair,No,Rec,6,Unf,0,216,672,GasA,Good,Y,FuseA,672,672,0,1344,0,0,1,0,3,1,Typical,6,Typ,0,No_Fireplace,Detchd,1964.0,Unf,1,468,Typical,Fair,Paved,0,128,218,0,0,0,No_Pool,No_Fence,None,0,7,2009,WD ,Normal,-93.62529,42.022721000000004,147000
940,910204050,Two_Story_1945_and_Older,Residential_Medium_Density,50,8660,Pave,No_Alley_Access,Regular,Bnk,AllPub,Inside,Gtl,Iowa_DOT_and_Rail_Road,Norm,Norm,OneFam,Two_Story,Average,Above_Average,1900,1993,Gambrel,CompShg,AsbShng,AsbShng,None,0,Typical,Typical,BrkTil,Typical,Typical,No,Unf,7,Unf,0,760,760,GasA,Excellent,N,SBrkr,928,928,312,2168,0,0,2,0,5,1,Good,11,Typ,0,No_Fireplace,Detchd,1998.0,Unf,2,576,Typical,Typical,Paved,467,160,78,0,0,0,No_Pool,No_Fence,None,0,12,2009,WD ,Normal,-93.626839,42.021425,123000
941,910205020,Two_Story_1945_and_Older,Residential_Medium_Density,60,6402,Pave,No_Alley_Access,Regular,Lvl,AllPub,Corner,Gtl,Iowa_DOT_and_Rail_Road,Norm,Norm,OneFam,Two_Story,Average,Average,1920,1950,Gable,CompShg,Wd Sdng,Wd Shng,None,0,Typical,Typical,PConc,Typical,Typical,Mn,Unf,7,Unf,0,596,596,GasA,Typical,N,SBrkr,596,596,0,1192,0,0,1,0,3,1,Typical,6,Typ,0,No_Fireplace,Detchd,1920.0,Unf,1,189,Fair,Fair,Dirt_Gravel,0,0,137,0,0,0,No_Pool,Good_Wood,None,0,7,2009,WD ,Normal,-93.625299,42.021596,78000
942,911103050,One_and_Half_Story_Finished_All_Ages,C_all,105,8470,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Corner,Gtl,Iowa_DOT_and_Rail_Road,Feedr,Feedr,OneFam,One_and_Half_Fin,Fair,Poor,1915,1982,Hip,CompShg,Plywood,Plywood,None,0,Fair,Fair,CBlock,Typical,Fair,No,Unf,7,Unf,0,1013,1013,GasA,Typical,N,SBrkr,1013,0,513,1526,0,0,1,0,2,1,Fair,6,Typ,0,No_Fireplace,No_Garage,,No_Garage,0,0,No_Garage,No_Garage,Dirt_Gravel,0,0,156,0,0,0,No_Pool,Minimum_Privacy,None,0,10,2009,ConLD,Abnorml,-93.616895,42.020184,85000
943,911104060,One_Story_1945_and_Older,C_all,60,10200,Pave,Gravel,Regular,Lvl,AllPub,Inside,Gtl,Iowa_DOT_and_Rail_Road,Norm,Norm,OneFam,One_Story,Below_Average,Above_Average,1925,1950,Gable,CompShg,MetalSd,MetalSd,None,0,Typical,Typical,BrkTil,Typical,Typical,No,Unf,7,Unf,0,572,572,GasA,Fair,N,FuseP,572,0,0,572,0,0,1,0,2,1,Typical,4,Typ,0,No_Fireplace,Detchd,1940.0,Unf,1,200,Typical,Typical,Dirt_Gravel,0,0,72,0,0,0,No_Pool,No_Fence,None,0,5,2009,WD ,Normal,-93.61539499999999,42.020002000000005,75000
947,914465040,One_and_Half_Story_Finished_All_Ages,Residential_Low_Density,48,12822,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,CulDSac,Gtl,Mitchell,Norm,Norm,OneFam,One_and_Half_Fin,Good,Average,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0,Good,Typical,PConc,Excellent,Typical,No,GLQ,3,Unf,0,83,1434,GasA,Excellent,Y,SBrkr,1518,631,0,2149,1,0,1,1,1,1,Good,6,Typ,1,Excellent,Attchd,2003.0,RFn,2,670,Typical,Typical,Paved,168,43,0,0,198,0,No_Pool,No_Fence,None,0,8,2009,WD ,Abnorml,-93.607252,41.996672,239686
948,914465055,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,43,12118,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,CulDSac,Gtl,Mitchell,Norm,Norm,OneFam,One_Story,Good,Average,2004,2005,Hip,CompShg,VinylSd,VinylSd,Stone,108,Good,Typical,PConc,Excellent,Typical,Mn,Unf,7,Unf,0,1710,1710,GasA,Excellent,Y,SBrkr,1710,0,0,1710,0,0,2,0,3,1,Good,7,Typ,1,Good,Attchd,2004.0,Fin,2,550,Typical,Typical,Paved,100,48,0,0,180,0,No_Pool,No_Fence,None,0,4,2009,WD ,Normal,-93.607055,41.997119,240000
949,914474070,Two_Story_1946_and_Newer,Residential_Low_Density,71,12209,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,CulDSac,Gtl,Mitchell,Norm,Norm,OneFam,Two_Story,Above_Average,Average,2001,2002,Gable,CompShg,VinylSd,VinylSd,None,0,Typical,Typical,PConc,Excellent,Typical,No,ALQ,1,Unf,0,114,804,GasA,Excellent,Y,SBrkr,804,1157,0,1961,1,0,2,1,3,1,Good,7,Typ,1,Typical,BuiltIn,2001.0,Fin,2,560,Typical,Typical,Paved,125,192,0,0,0,0,No_Pool,No_Fence,None,0,6,2009,WD ,Normal,-93.603717,41.99539,215000
950,914475010,Split_Foyer,Residential_Low_Density,75,9750,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Mitchell,Norm,Norm,OneFam,SFoyer,Above_Average,Above_Average,1977,1977,Gable,CompShg,Plywood,Plywood,None,0,Typical,Typical,CBlock,Typical,Typical,Av,ALQ,1,Unf,0,135,902,GasA,Excellent,Y,SBrkr,926,0,0,926,1,0,1,0,2,1,Typical,5,Typ,1,Typical,Attchd,1977.0,Unf,1,351,Typical,Typical,Paved,319,0,0,0,0,0,No_Pool,Minimum_Privacy,None,0,4,2009,WD ,Normal,-93.604716,41.997067,156450
951,914475030,Split_Foyer,Residential_Low_Density,72,9360,Pave,No_Alley_Access,Regular,Bnk,AllPub,Inside,Gtl,Mitchell,Norm,Norm,OneFam,SFoyer,Above_Average,Good,1977,1977,Gable,CompShg,Plywood,Plywood,None,0,Typical,Typical,CBlock,Good,Typical,Av,GLQ,3,LwQ,116,0,957,GasA,Typical,Y,SBrkr,1287,0,0,1287,1,0,1,1,2,1,Typical,5,Typ,2,Fair,Attchd,1977.0,RFn,2,541,Typical,Typical,Paved,302,39,0,0,120,0,No_Pool,Good_Wood,None,0,11,2009,WD ,Normal,-93.60449100000001,41.997069,173000
952,914476020,Duplex_All_Styles_and_Ages,Residential_Low_Density,75,10125,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Mitchell,Norm,Norm,Duplex,One_and_Half_Fin,Average,Average,1977,1977,Gable,CompShg,Plywood,Plywood,None,0,Typical,Typical,CBlock,No_Basement,No_Basement,No_Basement,No_Basement,5,No_Basement,0,0,0,GasA,Typical,Y,SBrkr,1302,432,0,1734,0,0,2,0,4,2,Good,8,Typ,0,No_Fireplace,Attchd,1977.0,Unf,2,539,Typical,Typical,Paved,0,0,0,0,0,0,No_Pool,No_Fence,None,0,8,2009,COD,Normal,-93.604519,41.996919,126000
953,914476380,Split_or_Multilevel,Residential_Low_Density,0,9947,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,CulDSac,Gtl,Mitchell,Norm,Norm,OneFam,SLvl,Good,Average,1990,1991,Gable,CompShg,HdBoard,HdBoard,None,0,Typical,Typical,PConc,Good,Typical,Av,GLQ,3,Unf,0,577,1188,GasA,Excellent,Y,SBrkr,1217,0,0,1217,1,0,2,0,3,1,Good,6,Typ,0,No_Fireplace,Attchd,1990.0,Unf,2,497,Typical,Typical,Paved,168,27,0,0,0,0,No_Pool,Good_Privacy,None,0,6,2009,WD ,Normal,-93.602356,41.995905,173000
955,916176030,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,0,14375,Pave,No_Alley_Access,Slightly_Irregular,Lvl,NoSeWa,CulDSac,Gtl,Timberland,Norm,Norm,OneFam,SLvl,Above_Average,Above_Average,1958,1958,Gable,CompShg,HdBoard,HdBoard,BrkFace,541,Typical,Typical,CBlock,Typical,Typical,No,GLQ,3,Rec,354,354,819,GasA,Good,Y,FuseA,1344,0,0,1344,0,1,1,0,3,1,Good,7,Typ,1,Good,Basment,1958.0,RFn,2,525,Typical,Typical,Paved,0,118,0,0,233,0,No_Pool,No_Fence,None,0,1,2009,COD,Abnorml,-93.64978,42.001246,137500
956,916176125,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,150,215245,Pave,No_Alley_Access,Irregular,Low,AllPub,Inside,Sev,Timberland,Norm,Norm,OneFam,One_Story,Good,Average,1965,1965,Hip,CompShg,BrkFace,BrkFace,None,0,Typical,Typical,CBlock,Good,Typical,Gd,ALQ,1,Rec,820,80,2136,GasW,Typical,Y,SBrkr,2036,0,0,2036,2,0,2,0,3,1,Typical,8,Typ,2,Good,Attchd,1965.0,RFn,2,513,Typical,Typical,Paved,0,0,0,0,0,0,No_Pool,No_Fence,None,0,6,2009,WD ,Normal,-93.652119,42.00138,375000
957,916380070,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,89,12898,Pave,No_Alley_Access,Slightly_Irregular,HLS,AllPub,Inside,Gtl,Timberland,Norm,Norm,OneFam,One_Story,Excellent,Average,2007,2008,Hip,CompShg,VinylSd,VinylSd,Stone,70,Good,Typical,PConc,Excellent,Typical,Gd,GLQ,3,Unf,0,598,1620,GasA,Excellent,Y,SBrkr,1620,0,0,1620,1,0,2,0,2,1,Excellent,6,Typ,1,Excellent,Attchd,2008.0,Fin,3,912,Typical,Typical,Paved,228,0,0,0,0,0,No_Pool,No_Fence,None,0,9,2009,WD ,Normal,-93.65315,41.995027,315500
958,916382010,Two_Story_1946_and_Newer,Residential_Low_Density,83,13159,Pave,No_Alley_Access,Slightly_Irregular,HLS,AllPub,Corner,Gtl,Timberland,Norm,Norm,OneFam,Two_Story,Good,Average,2009,2009,Gable,CompShg,VinylSd,VinylSd,None,0,Typical,Typical,PConc,Excellent,Typical,Av,Unf,7,Unf,0,846,846,GasA,Good,Y,SBrkr,846,846,0,1692,0,0,2,1,3,1,Good,6,Typ,0,No_Fireplace,Attchd,2009.0,RFn,2,650,Typical,Typical,Paved,208,114,0,0,0,0,No_Pool,No_Fence,None,0,7,2009,New,Partial,-93.651832,41.995058,224500
959,916382100,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,113,13438,Pave,No_Alley_Access,Slightly_Irregular,HLS,AllPub,Corner,Gtl,Timberland,Norm,Norm,OneFam,One_Story,Excellent,Average,2008,2008,Gable,CompShg,CemntBd,CmentBd,Stone,246,Excellent,Typical,CBlock,Excellent,Typical,Gd,GLQ,3,Unf,0,432,2190,GasA,Excellent,Y,SBrkr,2036,0,0,2036,1,0,2,0,3,1,Excellent,9,Typ,1,Excellent,Attchd,2008.0,Fin,3,780,Typical,Typical,Paved,90,154,0,0,0,0,No_Pool,No_Fence,None,0,7,2009,WD ,Normal,-93.65186700000001,41.993759000000004,410000
960,916382110,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,79,14463,Pave,No_Alley_Access,Slightly_Irregular,HLS,AllPub,Corner,Gtl,Timberland,Norm,Norm,OneFam,One_Story,Excellent,Average,2008,2008,Gable,CompShg,CemntBd,CmentBd,BrkFace,406,Excellent,Typical,PConc,Excellent,Typical,Gd,GLQ,3,Unf,0,526,1641,GasA,Excellent,Y,SBrkr,1641,0,0,1641,1,0,2,0,3,1,Excellent,7,Typ,0,No_Fireplace,Attchd,2008.0,Fin,3,885,Typical,Typical,Paved,0,95,0,0,0,0,No_Pool,No_Fence,None,0,1,2009,WD ,Normal,-93.653039,41.994727000000005,316500
962,916403010,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,130,11457,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Corner,Gtl,Timberland,Norm,Norm,OneFam,One_Story,Above_Average,Average,1988,1988,Gable,CompShg,HdBoard,HdBoard,None,0,Typical,Typical,CBlock,Good,Typical,Mn,GLQ,3,Unf,0,387,1392,GasA,Typical,Y,SBrkr,1412,0,0,1412,1,0,2,0,3,1,Good,6,Typ,1,Typical,Attchd,1988.0,Unf,2,576,Typical,Typical,Paved,0,0,169,0,0,0,No_Pool,No_Fence,None,0,3,2009,WD ,Normal,-93.646455,41.997684,175000
963,916403200,Two_Story_1946_and_Newer,Residential_Low_Density,0,9839,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,CulDSac,Gtl,Timberland,Norm,Norm,OneFam,Two_Story,Above_Average,Very_Good,1980,2006,Gable,CompShg,MetalSd,MetalSd,None,0,Typical,Good,PConc,Good,Typical,No,ALQ,1,Unf,0,250,712,GasA,Excellent,Y,SBrkr,1375,862,0,2237,0,0,2,1,3,1,Good,7,Typ,1,Typical,BuiltIn,1980.0,Fin,2,440,Typical,Typical,Paved,305,24,0,0,0,0,No_Pool,No_Fence,Shed,2500,2,2009,WD ,Normal,-93.64488399999999,41.998952,204000
965,916455070,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,0,6853,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Timberland,Norm,Norm,OneFam,One_Story,Very_Good,Average,2001,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,136,Good,Typical,PConc,Excellent,Typical,No,GLQ,3,Unf,0,262,1267,GasA,Excellent,Y,SBrkr,1296,0,0,1296,1,0,2,0,2,1,Good,6,Typ,0,No_Fireplace,Attchd,2001.0,Fin,2,471,Typical,Typical,Paved,192,25,0,0,0,0,No_Pool,No_Fence,None,0,6,2009,WD ,Normal,-93.646793,41.996327,220000
966,916460110,Two_Story_1946_and_Newer,Residential_Low_Density,75,9157,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Corner,Gtl,Timberland,Norm,Norm,OneFam,Two_Story,Good,Average,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0,Good,Typical,PConc,Good,Typical,No,Unf,7,Unf,0,912,912,GasA,Excellent,Y,SBrkr,1072,942,0,2014,0,0,2,1,3,1,Good,9,Typ,0,No_Fireplace,Attchd,2003.0,Fin,2,486,Typical,Typical,Paved,124,114,0,0,0,0,No_Pool,No_Fence,None,0,2,2009,WD ,Abnorml,-93.646638,41.996093,170000
967,916475040,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,85,14601,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Timberland,Norm,Norm,OneFam,One_Story,Excellent,Average,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,584,Excellent,Typical,PConc,Excellent,Typical,Av,GLQ,3,Unf,0,578,1838,GasA,Excellent,Y,SBrkr,1838,0,0,1838,1,0,2,0,2,1,Excellent,8,Typ,1,Good,Attchd,2006.0,Fin,3,765,Typical,Typical,Paved,270,68,0,0,0,0,No_Pool,No_Fence,None,0,3,2009,WD ,Normal,-93.646816,41.995359,315000
968,921128050,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,85,12633,Pave,No_Alley_Access,Slightly_Irregular,HLS,AllPub,Inside,Gtl,Timberland,Norm,Norm,OneFam,One_Story,Excellent,Average,2007,2007,Hip,CompShg,CemntBd,CmentBd,Stone,290,Excellent,Typical,PConc,Excellent,Typical,Gd,GLQ,3,Unf,0,338,1978,GasA,Excellent,Y,SBrkr,1978,0,0,1978,1,0,2,0,2,1,Excellent,7,Typ,1,Good,Attchd,2007.0,Fin,3,920,Typical,Typical,Paved,308,52,0,0,0,0,No_Pool,No_Fence,None,0,5,2009,WD ,Normal,-93.651703,41.992964,425000
970,923202060,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,100,21750,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Mitchell,Norm,Norm,OneFam,One_Story,Average,Below_Average,1960,2006,Hip,CompShg,HdBoard,HdBoard,BrkFace,75,Typical,Fair,Slab,No_Basement,No_Basement,No_Basement,No_Basement,5,No_Basement,0,0,0,GasA,Typical,Y,SBrkr,1771,0,0,1771,0,0,1,0,3,1,Typical,9,Min1,1,Typical,Attchd,1960.0,Unf,2,336,Typical,Typical,Paved,0,0,0,0,0,0,No_Pool,Good_Privacy,None,0,11,2009,WD ,Normal,-93.608359,41.992193,115000
